True	Predicted
1.1178 1.3281
3.0789 3.0865
2.9434 2.8602
6.2106 5.4394
0.6244 0.8724
3.2105 3.3102
83.1933 76.2365
3.0846 1.5500
1.6170 0.7367
0.5460 0.4853
5.8311 4.5221
1.6114 1.4689
16.2305 26.7902
5.8648 4.9923
6.8120 6.5756
0.2229 0.2340
7.5152 6.5756
0.6793 0.5202
23.0872 44.1677
6.8531 6.1363
2.6674 2.2101
118.5742 102.5057
2.2522 5.3898
5.8670 6.9885
105.0974 90.6504
6.7407 5.9242
4.2314 5.9242
0.5508 0.7511
5.5303 11.3848
95.1294 95.9434
3.5784 3.5731
5.0356 4.0258
3.3997 3.2872
6.5408 6.2353
6.5972 4.5264
2.8447 2.8441
16.8332 11.5674
3.5183 2.9127
7.2918 7.6117
4.4802 5.1733
0.6099 1.0594
2.5263 2.5263
0.7597 0.6504
5.1465 5.1733
3.3892 3.2872
2.9507 1.8659
43.0102 44.1677
3.5313 3.0656
4.8318 4.6543
9.6034 7.5677
5.9500 4.5264
0.7367 0.7367
1.9062 2.2101
0.8311 0.2792
15.0483 11.3848
0.3119 0.9429
2.0381 2.8173
3.1035 3.3883
0.2278 0.5030
1.6163 1.2857
2.5613 2.1942
4.2362 3.7446
5.3039 5.6118
0.7406 0.2821
3.1816 6.5301
4.4450 4.5221
0.2839 0.2810
3.2741 3.1152
0.0249 0.2792
4.5657 5.6118
1.0956 0.9275
1.5325 2.2101
27.0007 44.1677
5.6833 4.8949
8.5176 4.9923
2.9363 3.0865
1.4704 1.0736
5.1533 1.7452
13.8983 24.3295
6.8494 6.9575
0.2275 0.2667
2.6660 3.3394
0.3966 0.7429
0.6736 0.6703
0.6316 0.6504
11.9372 7.8675
0.0013 0.2579
2.4204 1.7298
2.9074 4.4951
4.6357 5.6161
0.2569 0.2579
1.8100 1.1965
2.9243 3.0656
0.9378 0.5393
1.8890 3.5569
1.5169 2.3729
1.7676 1.8881
108.8817 110.1833
1.9746 1.9817
2.8271 2.7049
0.6720 0.8782
6.5197 5.5996
1.6639 1.6409
1.3747 2.2724
3.5413 3.1237
3.0956 2.0658
3.0717 2.1693
0.6550 1.0811
1.0984 1.1316
91.9035 92.4533
3.8600 3.1298
1.2833 1.2857
6.3984 6.9885
0.7043 0.5393
1.1287 0.6703
1.9449 0.9847
75.5185 74.8518
2.5490 2.2797
0.5908 0.6504
0.8513 0.6335
1.2711 1.3080
107.1243 101.2369
4.2499 3.1310
1.1205 1.1717
14.5426 21.6279
5.3105 10.5193
127.1368 124.9740
3.9599 3.9132
106.1936 133.2812
2.4797 3.5860
129.7317 106.1740
2.8771 2.9658
15.0514 22.6081
0.4999 0.9010
0.4280 0.2786
3.5154 3.3102
0.3727 1.5177
105.1377 91.9880
1.8019 1.2465
5.6296 5.4394
3.9673 4.5653
16.3369 12.4370
0.4948 0.8844
6.4650 7.5677
3.9794 2.7156
4.1764 6.9526
0.0100 -0.0004
5.6440 5.4394
2.0649 2.1374
0.5248 0.6703
3.6658 4.6379
2.2400 1.2857
3.5581 3.3394
4.0174 5.6689
7.1702 5.5366
27.3415 69.9453
2.4010 2.6702
5.7868 5.4324
1.1926 0.8724
0.0310 2.7156
2.5119 2.2724
0.8340 0.5030
13.1609 10.5814
7.9001 7.8675
3.1349 3.1310
1.6149 1.7999
0.2512 0.6703
0.4305 0.2821
105.1571 119.8004
4.0829 4.6217
6.5890 7.6117
94.7945 91.0261
1.6530 1.4942
5.7257 7.8675
0.8195 1.4825
0.2214 1.3949
0.6102 1.0594
11.2165 11.1923
4.1752 4.6379
7.8978 5.8363
0.0494 0.5393
2.8548 2.1308
8.3835 3.7126
3.5646 2.2724
2.6804 2.9658
5.1445 7.6117
1.4762 0.7429
2.3576 2.9902
4.5269 5.1733
64.0670 80.7123
7.5258 7.8675
1.3501 1.6409
85.0101 82.3233
0.0062 -0.3062
1.6980 1.7943
3.6043 2.6702
2.9507 2.9466
106.5873 113.3897
1.6318 5.4241
0.6057 1.5177
0.1722 0.4942
1.5261 1.3281
1.8270 0.9412
3.1518 6.5756
1.4176 2.0658
3.8155 4.0258
74.1802 71.9151
4.7820 4.2776
84.8531 84.0819
2.0713 2.2326
2.7258 3.5188
4.6324 4.4009
0.5503 0.5202
0.9265 1.8883
7.1855 8.5425
4.1723 4.1424
3.2859 4.5123
5.5421 6.8165
2.2355 2.7303
1.9305 3.0182
7.2695 7.7031
4.3457 4.4025
0.1652 0.1763
4.1295 4.1424
6.0778 5.6693
8.5001 11.5674
1.1851 0.9382
2.2607 2.1374
0.6649 1.2876
4.6440 5.4241
78.9874 78.3613
5.7530 6.8694
1.7158 1.7301
0.0831 1.5500
44.3633 70.7327
5.0882 3.8038
6.2629 5.6161
1.2610 2.1308
101.2812 78.2120
0.3231 0.6703
6.3935 5.4324
77.0220 70.3846
1.3654 0.7743
65.4980 74.8518
7.1359 6.2353
9.2801 7.5616
5.3410 7.0007
10.6222 10.9073
1.8735 3.2754
2.8118 3.2872
4.0911 3.9132
1.9523 2.5492
29.5727 24.5033
2.8742 2.5263
31.6809 24.0821
22.6087 22.6081
4.9980 4.4561
0.1969 -0.1299
6.8449 6.7226
5.0183 4.6949
2.0201 1.1316
2.8631 3.2371
2.5949 3.5511
0.6327 0.4956
4.3360 10.5193
77.7014 77.2520
81.7462 76.2505
82.0785 84.0420
1.0622 0.5030
5.1753 3.7126
2.3772 4.5221
12.1334 6.6438
0.1203 0.3452
3.4933 2.6702
2.4205 2.9466
43.7173 44.1677
5.1239 4.5123
3.1912 2.8173
0.2971 2.1374
3.2240 2.9902
0.9329 1.0539
93.3199 80.2741
3.4143 3.1539
4.1069 5.5828
1.4496 1.0736
7.6608 10.9228
2.7457 2.6702
1.6155 1.8883
6.4697 11.3848
0.9344 1.2055
2.3613 2.8602
0.0326 0.2810
10.3069 10.9073
15.3009 44.1677
5.4259 4.8949
0.7408 0.8651
0.7068 0.2821
103.9226 78.7501
3.4045 6.9688
10.6045 7.5677
1.1812 1.2154
11.9016 9.6552
2.9084 2.4107
4.2056 4.1453
4.2534 3.2748
0.1729 0.4956
1.2109 1.2154
2.1505 0.8673
2.4027 1.9817
3.2233 1.5177
3.4074 4.4951
1.5718 1.3067
1.0152 1.4133
155.9237 98.2803
0.3068 0.3826
3.5851 3.5860
82.1567 100.4682
2.1466 3.2371
1.8681 1.8586
11.0963 11.5674
7.5831 7.5677
4.2077 2.6702
4.9457 6.5834
17.4302 5.6693
0.7194 1.7301
31.9982 44.1677
3.6808 2.7032
0.8996 1.1717
9.2315 6.9575
0.6072 0.9412
0.4665 0.4853
2.1356 1.1765
4.7335 3.1237
1.2494 1.7301
0.3965 0.3025
0.6924 0.6504
5.3247 2.0525
64.0438 80.2741
6.4090 6.1363
5.3443 4.5264
3.6583 5.5828
74.8656 77.0231
3.6477 3.1189
2.4661 6.9575
2.4514 3.0865
1.9274 2.2724
4.8601 3.1345
1.8253 0.8782
3.1415 3.2754
4.9412 4.5123
5.3774 4.4025
0.4175 -0.0517
2.3967 3.1345
1.2556 2.1987
0.6968 0.3067
10.0899 7.6117
3.1422 3.5188
0.3997 0.3857
138.2273 92.8932
2.1734 2.8602
1.6115 1.7760
106.5071 102.5057
9.9462 9.6552
7.7955 7.5616
2.9037 2.9658
89.5815 79.8265
3.3048 2.8173
6.2970 9.6884
3.7122 3.2872
1.0516 0.7743
13.5746 9.6884
2.3783 1.0942
2.3996 3.1298
2.4699 3.1090
2.4896 3.1189
6.4062 6.5834
2.4989 2.7303
3.2556 4.0258
4.6254 5.9441
2.9204 3.1237
99.5373 97.0923
85.1045 79.8341
4.5814 5.3898
130.4129 127.8911
7.5372 7.4666
8.4311 11.3848
1.7299 1.1765
6.5394 6.2095
1.3659 0.9847
0.1061 0.3888
3.9990 3.0409
3.5723 2.1942
0.8303 0.8844
1.7680 1.5784
0.2930 0.5393
0.7840 1.2585
2.8587 3.1539
1.7356 3.5731
3.6779 3.2371
1.9148 2.4107
77.9794 78.0750
0.2987 1.1965
0.2691 0.4942
2.5344 3.1189
0.2517 0.2786
2.5677 1.8659
2.3174 1.1717
3.6627 4.4561
1.9832 2.1374
4.9066 5.4241
144.7981 135.1058
4.3360 10.5193
0.4429 1.9817
9.1029 10.2322
4.5343 4.2478
77.7014 77.2520
2.1926 1.3067
3.2895 4.1424
1.1712 1.4133
3.8425 3.5188
112.8549 96.0350
12.1334 6.6438
12.8326 11.5674
0.8785 0.8782
0.5874 1.3067
2.2448 1.8881
0.0909 -0.0925
5.6753 5.6689
1.1378 1.0942
29.4612 44.1677
13.0821 10.5193
1.7304 2.7032
0.3901 0.2786
0.6812 0.9382
2.0250 2.9127
5.5185 6.5756
15.2615 23.3869
4.1834 5.4400
3.8363 4.6396
1.9601 2.5548
0.8189 0.7511
4.0537 3.5749
0.7058 0.6351
1.2485 1.3080
1.4535 1.7298
3.0596 5.5828
5.5421 6.8165
7.0070 6.6438
5.2875 5.6689
0.0397 0.3452
4.8722 4.4951
64.5330 74.2037
1.7150 1.8304
2.1703 2.3729
3.4881 2.5548
5.0814 4.0258
32.2031 24.8260
11.3576 7.5616
4.3034 3.6943
1.8748 0.6335
95.3066 109.0902
12.1552 10.5814
4.1439 2.9466
1.6702 0.6335
48.3546 76.2365
2.3471 2.2418
2.0387 4.6543
2.0197 3.1237
11.6176 11.3848
0.8341 0.5202
2.8802 2.1308
6.5450 5.6161
2.1302 1.9817
3.2474 3.5511
2.6804 2.9658
3.5282 5.6693
5.4487 3.7126
4.1476 6.5834
4.4157 4.5264
8.3835 3.7126
5.2493 4.4647
48.9275 69.9453
79.1583 74.8518
2.6066 2.1308
2.9341 4.6379
7.0929 7.2528
1.9192 1.2154
7.5544 7.4666
1.0854 1.2055
109.7433 79.4556
8.1890 7.5677
2.9882 3.5178
7.0833 6.5756
9.4844 5.9242
0.9491 0.8452
4.9773 6.2095
5.1628 3.1298
0.5908 0.4853
78.8896 69.9453
4.3473 4.9923
1.5669 1.1316
6.9536 6.7226
7.2344 7.6117
0.1102 0.3067
0.2340 0.1763
1.0668 0.9010
32.0956 69.9453
2.0057 1.8633
0.7109 0.7367
1.6646 2.8602
132.8276 99.3239
6.1130 6.9526
3.0684 3.4072
0.8707 1.4709
5.2725 6.6438
8.7595 7.8675
5.4395 11.1923
3.0189 2.8602
2.5343 1.9817
4.7666 4.5123
3.5731 2.8441
6.7076 7.5677
0.9024 1.2465
0.8689 1.3949
5.4063 5.5828
5.8346 5.9242
1.1439 1.7943
38.7779 74.7556
0.5963 0.8724
1.6366 1.7999
4.0480 5.9242
0.2938 0.1763
5.1897 4.5123
6.3539 6.9526
0.1635 1.2233
77.5277 77.5272
3.8454 3.1539
0.0260 0.3067
0.6296 3.1310
0.3900 1.7452
149.5032 133.2812
2.3386 1.8881
0.6337 0.6335
3.3478 3.1539
4.9807 4.4951
1.6691 1.2465
1.9676 2.0658
5.0281 7.0007
2.2694 1.7301
2.0632 2.2797
73.8948 69.9453
1.6452 2.5492
4.5469 2.5263
3.0813 5.6118
1.3461 1.8883
3.2054 3.5731
4.5797 3.1298
35.3424 44.8474
3.2011 2.5492
3.3807 2.9902
1.1901 1.8659
2.0142 1.5177
0.2181 0.3888
3.4079 3.4072
4.3206 3.9132
2.1170 2.9466
2.0888 2.2326
94.9339 90.3624
2.0699 0.9382
3.5124 3.5188
3.5934 3.3102
5.1173 3.1237
2.4485 2.7156
5.5941 5.5996
69.2663 79.3726
2.4036 3.1152
4.8325 4.8949
5.1390 6.7226
144.1050 100.9446
1.8010 1.7839
5.9304 11.1923
1.2947 0.4877
7.3746 5.6161
12.4177 10.5814
0.1222 0.8580
2.2607 2.1374
4.4112 4.4647
2.7708 3.7126
1.6252 1.4825
1.1189 1.2233
0.0207 0.2810
2.9170 3.6943
92.4344 76.2266
0.0564 1.0064
3.3418 3.3266
5.5207 3.7446
1.8026 2.8269
3.6520 3.6943
1.8442 1.4133
1.9366 1.8633
0.4642 1.0902
3.4828 2.8441
3.0277 3.2872
4.3723 7.5616
6.6625 6.1363
126.6219 123.8468
0.5964 0.8724
0.1226 1.0811
0.0660 0.4877
0.5345 1.4709
1.6903 1.1765
2.2748 3.3883
0.9007 1.5177
1.8019 1.2465
4.3027 3.3266
1.2197 1.0064
147.7318 114.4563
0.7428 0.9412
0.0846 1.8633
0.1635 1.2233
2.1302 1.9817
19.1334 23.6170
2.1980 1.6409
2.8813 4.5221
3.1692 3.0182
7.0607 7.5677
0.1461 0.3067
5.6599 5.4400
1.0549 1.3080
2.2874 2.2101
5.5137 3.5803
8.5474 5.6693
63.8181 68.7894
0.5583 0.2340
0.4365 1.3067
0.4719 0.3888
11.6176 11.3848
1.1841 1.0064
1.0703 2.1942
4.0735 4.2776
74.0780 74.2037
4.9821 4.1424
15.7608 24.8260
11.7264 10.9073
0.5606 0.9429
2.0148 0.7429
4.0434 2.1374
52.7071 68.7894
3.7059 3.2371
0.8814 0.8724
107.2935 102.2561
3.9705 4.4025
2.8120 2.7049
11.2580 24.8260
2.8683 3.1539
0.7764 0.3857
1.2219 1.2233
6.8347 7.5616
3.3662 3.3883
13.8361 10.5193
3.1380 4.5264
3.4379 3.1539
4.5627 5.4241
1.2510 1.8881
74.9060 77.5272
2.8356 2.4546
84.9376 81.0449
2.8109 3.0182
1.8589 1.7943
5.1888 4.9923
4.2689 4.2478
1.5715 1.3949
7.1203 5.9242
4.3730 4.4933
3.2610 3.0865
0.7576 1.8586
3.0976 3.7126
0.5968 0.2667
1.3096 0.8844
9.0103 11.1923
4.5003 6.8165
1.2153 2.1693
5.8660 7.5677
0.0098 0.2579
2.9000 3.2748
1.5586 1.1316
2.8222 2.1308
18.5788 26.7902
2.6369 3.5749
2.4711 2.5263
6.8347 7.5616
0.0706 0.2821
1.6919 1.0811
2.4298 2.6702
5.8777 5.4394
5.4582 4.6543
7.7984 6.9885
0.2619 0.5030
1.2089 1.1717
0.9288 0.7511
4.9292 1.1101
3.4657 2.2724
2.4699 3.1090
64.5330 74.2037
0.4019 1.5500
1.2146 1.7848
107.3319 109.5958
2.2710 2.1942
1.7266 1.3949
40.3524 44.1677
0.6968 0.3067
0.0353 1.0811
2.1322 2.8173
2.7108 4.4647
0.8376 0.9041
13.8121 9.6552
8.1443 7.0007
4.0555 3.2872
3.7431 4.2545
0.4379 1.0064
3.2474 3.5511
5.2139 3.7446
17.6703 22.2545
0.8866 0.6703
2.4600 4.4025
0.1927 0.2667
2.7228 2.6702
1.2989 1.0594
1.3525 1.1965
3.5946 5.5366
0.5066 1.1765
29.1199 44.1677
1.4251 1.6409
2.9641 2.9658
5.5969 4.2478
3.2908 2.2724
9.6862 9.6552
4.1619 4.6217
3.2123 2.3729
4.7310 2.2797
7.0268 5.5828
4.7826 4.2545
2.6365 2.8441
0.0207 0.2810
3.7720 3.2748
0.8803 0.7511
0.9604 0.6504
85.7423 98.2803
0.1876 0.2792
2.7343 3.7126
7.7021 7.7031
0.2490 0.2340
4.6220 5.3898
5.0782 4.4951
0.8091 0.6703
5.7532 5.5996
10.0125 9.6884
148.3498 135.1058
1.3222 1.5500
0.7479 0.8580
2.1703 2.3729
84.1860 98.4719
5.9385 4.2478
3.4855 3.4072
18.3278 11.3848
6.1878 6.5756
0.5575 0.6504
7.8166 44.1677
0.4253 0.6351
3.8509 5.3898
4.2653 5.5366
9.5523 8.5425
0.9381 0.2667
3.8622 5.5996
3.6398 2.9127
85.0977 112.6728
1.3497 0.7429
30.7925 24.5033
7.2389 7.2528
17.0159 10.5193
0.1356 0.7743
5.3511 5.6118
0.1049 1.0594
2.1707 1.8304
131.7353 131.7100
13.1168 7.4666
1.2618 0.8724
1.5398 1.8659
0.2751 -0.3367
11.4311 6.9688
5.0676 3.8038
0.4062 0.9010
2.3471 2.2418
2.3542 2.0525
0.3361 0.3857
10.2043 10.5193
3.6382 3.1152
65.9839 78.6319
152.3071 90.7617
0.6275 1.1717
3.5564 3.3266
4.3873 5.9441
0.6072 0.9412
0.1278 0.2340
88.6211 90.5417
0.7303 1.2876
4.6270 5.6689
2.7875 5.4324
1.1844 1.7839
0.3077 -0.1011
9.1588 23.6304
34.6190 24.0442
4.0344 1.7452
1.4678 1.5500
115.9023 76.2266
1.1999 3.1539
1.8776 1.1717
2.5830 1.7298
1.6663 1.4689
5.7544 3.7126
7.3116 6.9885
1.6556 1.2876
5.8426 5.5366
5.7145 6.7226
1.9787 2.0658
1.0548 1.0539
0.3009 0.8844
8.9051 6.6438
0.0507 0.5030
5.9233 5.4324
22.3008 44.1677
126.4993 114.4563
2.7803 2.5337
0.5053 0.2667
6.4017 6.9688
8.6955 7.7031
1.9036 2.5263
13.3560 23.6949
9.4648 23.6304
150.1454 119.8004
5.1531 6.6438
4.4944 3.2872
2.3475 2.9902
3.8171 2.7303
6.6303 6.5834
0.9856 1.4942
5.6664 4.6396
3.5258 2.8173
99.0385 77.9515
2.0883 1.7392
99.3938 100.5327
15.5925 7.2528
22.0738 21.6279
2.6462 3.1189
5.8206 5.1733
7.3606 6.6438
2.1322 2.8173
2.2055 2.5337
1.7116 1.4133
2.2694 1.7848
3.2648 2.9466
3.0247 3.2754
0.0818 -0.0661
0.6237 0.8724
0.4739 0.6335
32.2031 24.8260
18.5489 9.6884
45.7295 77.0430
16.4723 7.5616
1.4745 1.3281
4.5608 4.5653
4.8249 5.1733
1.2217 1.2857
4.2719 3.2754
12.1552 10.5814
4.9988 4.5123
7.5900 3.4072
4.1200 4.5221
3.2394 3.2748
1.6613 1.3080
110.1041 110.1730
4.9358 4.6379
2.1017 5.6693
6.1511 6.9575
1.1970 1.1965
1.9180 1.6409
5.3382 5.5366
12.1334 6.6438
103.9818 100.9446
0.1760 0.3826
0.1192 0.1763
2.9653 2.8269
4.7312 4.9923
0.5339 0.5393
0.4117 0.3888
1.9216 2.2724
10.8710 11.5674
6.7246 5.9441
5.2538 4.4009
10.6403 5.4400
5.6599 5.4400
1.9449 0.9847
1.9097 2.1942
0.8114 0.8673
76.6323 74.2037
0.9822 0.9275
0.6583 0.7511
7.5900 3.4072
2.8039 3.5178
1.6935 1.3949
6.1981 4.6217
47.4400 68.7894
3.1574 3.1345
0.6607 0.2810
3.6520 3.6943
3.1406 2.8269
1.4406 2.1987
4.0466 2.9466
5.7472 4.6379
69.5188 77.3462
0.5594 0.9010
7.5987 6.2353
100.9546 127.8911
2.9029 2.8602
3.5309 2.7303
4.8383 3.1539
2.1591 9.6884
4.9430 5.5996
0.3163 0.2786
1.0741 1.3281
96.3821 81.3910
3.1859 7.0007
1.1724 0.6351
51.4049 100.8458
1.5967 1.7301
43.3514 76.2365
10.8478 10.9228
60.5026 70.7327
1.6303 1.8881
4.1382 4.6396
3.6005 3.7446
3.3222 3.1090
3.4573 3.7126
6.9103 6.9526
20.0043 44.1677
4.7571 4.5221
1.1932 1.3092
0.7113 0.6335
1.9043 2.0525
68.0969 79.3726
17.7491 11.1923
107.2935 102.2561
6.2702 24.8767
13.8153 24.0821
3.9988 3.2872
3.6010 7.8675
3.3154 3.2754
4.5703 5.8363
0.6681 1.2465
17.4746 44.1677
3.4994 4.5221
0.5964 0.8724
3.2050 3.1345
0.0697 0.7511
0.5861 0.2579
0.0648 0.5393
67.6831 69.9453
0.1502 0.4942
6.3970 5.6689
1.2627 1.4689
0.3340 0.3826
5.8595 5.4400
6.7779 4.6217
82.1567 100.4682
0.7956 1.2585
5.9139 4.6011
2.6398 2.6702
0.7096 0.8001
0.8985 1.0942
0.5315 1.3067
1.0528 1.4689
10.4342 93.1104
0.5784 0.5030
4.7032 4.4009
2.1771 1.5784
0.3966 0.7429
6.7276 5.8363
0.5524 0.9847
1.9960 2.5548
3.9341 5.4394
5.5046 2.7032
2.5769 4.6543
2.2722 1.4133
129.7317 106.1740
10.8852 11.5674
0.8202 0.3025
0.2228 2.0658
3.0649 2.3729
0.7172 0.9010
5.2332 4.1453
0.6985 0.3888
2.4810 2.9466
0.8185 0.8673
9.4177 8.5425
2.9505 2.1987
5.0627 4.1453
0.6545 0.2340
1.8925 3.0182
5.8997 5.5996
9.4967 7.6117
4.8850 5.6693
6.7615 4.9923
8.0805 7.4666
6.5479 5.8363
0.2623 0.4853
89.3037 98.3107
5.2725 6.6438
3.0608 2.8269
2.3573 3.8038
4.4676 4.4561
1.2381 0.3826
1.4413 1.4689
0.8202 0.3025
0.8923 0.9382
3.1646 4.6217
2.9491 2.7156
13.3771 10.9228
6.7787 7.7031
8.6860 10.9073
87.0545 78.6319
3.8267 3.1152
2.1959 1.7392
4.7715 4.6396
2.4010 2.6702
5.0785 5.9242
74.0780 74.2037
6.4359 5.6689
17.9606 73.1390
0.7843 0.2667
6.2795 4.5123
4.4295 4.2478
43.8990 44.1677
16.7670 24.0821
2.0111 2.8173
0.9244 0.9412
1.9110 1.2876
3.2363 3.5511
0.1860 1.0064
3.5711 3.5803
50.3043 76.2505
36.0693 70.3846
0.7408 0.8651
15.8100 25.8232
4.0157 1.7999
2.0014 2.2797
6.7251 9.6552
13.1606 23.1979
0.4381 1.0942
7.0368 4.8949
5.4109 4.5264
1.7497 3.2754
91.8058 99.3239
12.0828 9.6884
0.0719 0.5393
2.1681 2.1987
16.5265 10.9073
1.2214 2.2724
0.4157 0.9429
2.5445 2.8441
3.4305 4.4009
3.4925 3.0865
80.5106 78.5152
79.1583 74.8518
0.8321 0.9382
2.0999 1.8304
1.4526 1.4689
5.7523 2.4107
3.9757 3.5178
1.5409 0.9412
0.4278 0.8651
4.6599 4.8949
0.8713 0.4877
3.4977 4.4647
0.9297 2.5548
2.1212 3.0656
5.8926 2.9658
35.3679 23.6304
2.4759 1.2876
4.2410 4.0258
7.1478 6.8694
2.5846 2.2724
6.2876 6.7226
0.1533 0.3857
1.6573 2.2326
4.1476 6.5834
2.7253 2.2326
0.8984 0.9412
9.3368 9.6884
0.9596 1.2154
4.1221 4.8949
3.0877 3.0865
0.8738 0.8452
5.1676 4.4647
90.1065 100.8458
2.0079 1.4133
3.3816 2.1987
2.8746 2.9206
6.9934 7.0007
0.6610 0.8452
7.1571 10.5193
0.6782 1.8881
2.8935 2.1308
2.3185 2.4546
2.0672 3.0182
1.2861 0.9010
2.2630 1.7848
56.4270 69.9453
3.9691 2.9127
4.8388 5.6118
0.2225 0.3888
13.7555 10.9073
6.3157 5.9441
88.2889 86.6566
0.5381 1.2585
1.3571 1.5177
2.0398 1.3092
0.3511 0.8001
2.8154 3.5731
22.3247 7.2528
0.6474 3.5511
1.4693 1.6409
4.1549 3.5860
2.8791 3.1539
2.7346 1.6409
20.9990 23.6170
0.1418 0.2288
16.8382 22.2545
8.5094 44.1677
0.0735 -0.1487
113.0949 113.1006
1.6903 1.1765
99.4788 98.8606
1.5482 1.7839
3.2465 4.2545
7.4690 6.9575
6.9855 6.2353
93.9874 119.8004
2.2947 2.5337
115.1938 110.1833
0.6411 1.2585
3.3567 2.8602
133.9143 134.1200
5.4591 5.9441
133.6902 127.8911
3.1055 3.1345
0.0474 0.5030
3.6329 3.0723
2.0271 1.1765
0.4828 0.4877
0.4628 0.8724
3.1129 4.5221
4.5440 3.5511
3.0208 4.2545
0.9036 0.5393
1.7438 2.0525
3.7126 3.2748
2.3510 2.5492
1.1436 1.4825
2.2522 5.3898
0.4325 0.4853
4.8737 6.1363
2.8120 2.7049
0.3179 0.7367
0.8322 0.6351
1.7915 1.4133
3.5242 3.3883
2.7234 3.5569
5.1023 6.5301
2.0467 1.8586
4.2296 5.1733
0.5130 0.3826
25.3526 71.1178
3.1461 2.8173
4.4311 3.2371
3.1833 2.9902
0.4558 1.7452
62.8007 78.3601
2.8515 2.2418
3.2433 3.6943
72.4733 72.5363
1.8135 1.7298
5.9645 6.7226
3.8753 2.5548
0.3472 1.0942
1.2041 0.8001
5.5961 6.2353
2.0089 1.4825
6.7982 6.8165
109.0645 119.8004
8.9592 10.5193
5.9072 5.4324
3.7574 3.5511
1.6101 1.3092
74.2160 77.3462
4.3922 6.2353
2.5088 2.7156
11.3588 23.6304
2.5091 2.9206
0.0013 0.2579
7.9722 4.9923
0.0973 0.1763
2.3085 2.5263
3.3637 2.8441
1.8809 1.2585
6.2882 4.5221
6.6629 5.6689
6.8379 6.5834
55.0336 69.9453
4.4976 3.5749
2.6841 2.1942
0.3469 1.4709
1.3776 2.9206
71.2891 79.4556
7.7892 8.5425
6.3018 7.4666
3.2383 3.5511
13.9000 24.8260
3.5156 3.4072
0.1936 0.2821
5.8479 4.5123
4.8256 4.9923
0.7383 0.9382
10.8780 7.5616
6.4067 5.4394
23.4185 24.0821
2.0794 0.8844
1.7799 1.4709
1.6003 1.2465
0.5248 0.6703
14.5871 24.0442
44.9574 69.9453
4.8774 5.4241
17.7491 11.1923
6.9482 6.7226
5.8479 4.5123
1.4352 1.2233
2.0374 1.2465
4.6964 4.4009
52.8949 69.9453
2.4585 3.5511
2.6626 3.6943
22.6989 23.6949
2.4311 1.8881
2.9350 3.5731
1.8372 1.3080
1.2405 1.2465
5.6086 6.2095
8.1877 6.2095
6.4833 5.6161
1.4978 2.1374
17.1782 21.4288
4.0753 4.4951
1.6638 1.3080
0.8846 0.4853
5.6051 5.9441
1.1608 0.8452
146.7614 101.2369
3.6433 4.4951
3.9757 3.5178
4.7363 4.9923
7.9050 11.3848
1.0313 3.3883
0.3219 0.2579
2.3937 2.6702
3.7074 3.5860
2.6384 1.2154
5.9155 4.6543
81.6906 76.2365
0.4500 0.7743
2.2906 2.7156
130.4825 102.2613
77.2765 74.2037
0.8803 0.7511
4.0768 4.6949
8.0805 7.4666
0.2816 0.2821
2.2731 2.9466
3.6329 3.4072
6.5152 6.9575
4.1834 5.4400
6.0640 7.2528
29.6561 76.2505
0.8532 0.6351
4.1727 3.2748
4.9086 3.5860
2.1652 1.7839
2.8589 3.7126
2.9814 3.4072
0.9810 1.0736
0.9697 1.1965
29.5615 44.1677
2.7195 1.8633
4.6964 4.4009
119.4969 127.8911
1.4268 1.3949
4.2112 2.8173
0.3179 0.7367
17.4746 44.1677
3.6583 5.5828
5.6707 6.7226
33.3339 69.9453
1.1955 2.8269
3.7263 3.0656
2.7196 1.7301
1.1693 0.7429
8.9592 10.5193
6.5020 5.4324
0.4041 0.3888
6.4526 5.8363
70.2369 77.0430
0.2229 0.2340
5.5961 6.2353
3.8253 4.0258
77.7014 77.2520
4.7549 6.9885
3.1298 4.8949
5.3735 7.5677
13.3560 23.6949
30.3359 69.9453
6.2694 11.3848
4.9066 5.4241
1.2928 1.0736
6.3334 4.4025
45.8810 69.9453
1.5929 1.3092
6.3629 4.2478
0.8646 0.8651
1.1636 0.4877
8.7947 7.6117
3.1183 12.4370
26.0592 44.1677
0.3216 -0.1344
1.5125 1.4709
5.8446 5.4241
62.8242 89.8583
3.5181 2.2101
68.8687 113.0186
5.5360 5.4394
12.0828 9.6884
60.9046 70.3846
2.4514 3.0865
3.1701 3.7126
5.3392 4.6379
146.7614 100.8458
1.2492 0.6504
18.4756 23.3869
7.9335 6.1363
7.8454 4.4647
7.5891 6.9526
1.8922 3.5749
4.4892 6.9688
38.6075 69.9453
0.6742 0.2340
5.9620 3.7126
1.5964 1.3067
1.2955 1.3092
36.8751 44.8474
0.1722 0.4942
1.6177 1.5784
99.9353 110.2252
6.8089 4.5264
0.2271 0.3452
7.8027 4.6949
1.4100 1.1965
2.0350 1.7943
0.1502 0.4942
3.0823 3.5178
9.1371 7.2528
21.7353 26.3581
0.2618 0.2667
7.7021 7.7031
12.1460 11.1923
4.8297 6.9885
4.1349 4.5123
1.0791 1.1101
1.8152 2.7156
5.2999 3.5749
5.0080 3.0409
1.1178 1.3281
2.6621 2.1308
44.0916 44.1677
64.0384 84.0420
5.5251 5.6161
13.1059 11.5674
6.6346 6.9688
7.3116 6.9885
2.1880 1.7839
71.9238 74.7003
